NAME,N_DEATH_ILL,TTL_MDCR_SPND,MDCR_SPND_INP,MDCR_SPND_OUTP,MDCR_SPND_LTC,MDCR_SPND_HOME,MDCR_SPND_HSPC,MDCR_SPND_AMBLNC,MDCR_SPND_EQP,MDCR_SPND_OTHER,TTL_PARTB,PARTB_EVAL_MGMT,PARTB_PROCS,PARTB_IMAG,PARTB_TESTS,PARTB_OTHER,HOSP_REIMB_P_DCD,HOSP_DAYS_P_DCD,REIMB_P_PTNT_DAY,HOSP_REIMB_RATIO,HOSP_DAY_RATIO,REIMB_P_DAY_RATIO,MD_PYMT_P_DCD,MD_VISIT_P_DCD,PYMT_P_MD_VISIT,MD_VISIT_PYMT_RATIO,MD_VISIT_RATIO,PYMT_P_VISIT_RATIO,HOSP_BEDS,TTL_IC_BEDS,HI_IC_BEDS,INT_IC_BEDS,MED_SURG_BEDS,SNF_BEDS,TOTAL_FTE,MS_FTE,PC_FTE,MS_PC_RATIO,RNS_REQ,HOSP_DAYS_P_DCD2,TTL_IC_DAYS_P_DCD,HI_IC_DAYS_P_DCD,INT_IC_DAYS_P_DCD,MED_SURG_DAYS_P_DCD,SNF_DAYS_P_DCD,TTL_MD_VISIT_P_DCD,MS_VISIT_P_DCD,PC_VISIT_P_DCD,MS_PC_RATIO_P_DCD,HHA_VISIT_P_DCD,PCT_DTHS_HOSP,PCT_DTHS_W_ICU,PCT_DTHS_HSPC,HSPC_DAYS_P_DCD,PCT_PTNT_10_MD,N_MD_P_DCD,TTL_COPAY_P_DCD,MD_COPAY_P_DCD,EQP_COPAY_P_DCD,QUAL_SCORE,AMI_SCORE,CHF_SCORE,PNEUM_SCORE
Chico CA,1760.0,43073.0,24596.0,,5769.0,2172.0,1606.0,557.0,1540.0,,7294.0,3006.0,,649.0,386.0,1367.0,22122.0,,1354.0,0.99,0.83,1.19,3151.0,52.0,61.0,0.86,,1.01,44.8,14.2,8.2,,30.6,50.6,18.8,7.5,7.8,0.96,41.2,,3.4,2.1,1.4,6.3,,24.2,11.5,11.3,1.02,5.4,27.7,17.5,27.5,10.0,23.5,,2376.0,,410.0,,88.6,82.6,
Cincinnati OH,7224.0,41508.0,21254.0,6729.0,6237.0,1393.0,3862.0,781.0,1037.0,215.0,8365.0,3188.0,1753.0,665.0,419.0,2341.0,18685.0,,1141.0,,,1.01,3203.0,55.4,58.0,,0.9,0.97,44.9,,6.1,,33.8,52.7,19.7,7.3,8.5,0.86,39.4,9.6,2.7,1.6,1.1,6.9,9.6,26.1,10.9,12.7,,3.9,23.2,13.4,,17.8,28.8,7.5,2541.0,,283.0,86.0,91.1,86.5,77.3
Clearwater FL,3230.0,48353.0,,8913.0,8258.0,2804.0,4174.0,601.0,1369.0,394.0,11623.0,4500.0,2398.0,1085.0,596.0,3044.0,18299.0,18.2,1005.0,,0.93,0.89,4503.0,70.6,64.0,1.23,1.15,1.07,49.9,15.1,,6.7,34.8,67.4,25.8,11.3,9.6,1.17,45.4,11.4,4.0,2.4,1.6,7.4,,,19.4,14.0,1.38,7.2,,20.5,36.8,18.9,39.5,8.8,3330.0,2986.0,344.0,86.5,93.1,85.4,76.2
,11550.0,,24522.0,6581.0,7976.0,2005.0,2845.0,,1054.0,218.0,8373.0,3829.0,1731.0,736.0,421.0,1655.0,21269.0,19.3,1100.0,0.96,,0.97,3836.0,,61.0,1.05,1.02,1.02,53.0,15.1,9.0,6.1,37.9,62.6,,8.7,9.4,0.92,48.0,11.6,3.7,2.4,1.3,7.9,11.8,,14.6,,1.04,5.2,26.9,17.8,40.3,16.0,36.6,8.6,2536.0,,292.0,88.7,93.7,89.6,79.8
Colorado Springs CO,2287.0,40082.0,19280.0,7515.0,5413.0,1773.0,3575.0,504.0,1865.0,157.0,7264.0,2687.0,1785.0,681.0,,1799.0,17054.0,,1147.0,0.77,0.76,,2806.0,48.1,58.0,0.76,0.79,0.97,40.7,5.8,5.2,0.6,35.0,33.2,18.2,6.9,7.7,0.9,34.6,8.8,1.4,1.3,0.1,7.4,6.2,22.1,9.5,11.1,0.85,5.5,24.4,12.3,40.4,17.1,24.2,6.5,2461.0,1967.0,493.0,87.7,95.0,80.6,80.4
Columbia SC,5764.0,39469.0,21698.0,6332.0,4797.0,2009.0,2174.0,928.0,1368.0,163.0,7956.0,2683.0,1675.0,654.0,409.0,2535.0,19169.0,22.1,869.0,0.86,1.13,0.77,,55.9,50.0,0.76,0.91,0.83,60.4,16.9,10.7,6.2,43.6,45.9,18.3,6.7,7.8,0.86,,13.5,3.9,,1.3,,8.8,27.0,12.0,13.0,0.92,5.3,39.8,21.8,27.2,13.1,,7.2,2599.0,2208.0,391.0,88.3,92.7,89.2,80.5
Columbia MO,4146.0,,21040.0,6590.0,5059.0,1307.0,1383.0,406.0,1139.0,225.0,6852.0,2549.0,1590.0,625.0,408.0,1680.0,18711.0,18.0,1039.0,0.84,0.92,0.92,,53.2,,0.71,0.87,0.82,49.3,13.4,7.2,6.2,35.9,49.0,18.4,5.5,9.1,0.6,43.9,10.6,3.2,1.8,1.3,7.4,9.5,25.2,9.0,,,4.3,33.5,18.7,19.0,8.8,19.6,6.1,2113.0,1812.0,301.0,88.8,93.3,85.8,83.3
Columbus OH,14062.0,,22385.0,6237.0,6585.0,1676.0,,791.0,1156.0,193.0,,,1688.0,685.0,,1818.0,19680.0,17.3,1138.0,0.89,0.88,1.0,3086.0,53.3,58.0,,0.87,0.97,47.4,,6.8,,34.2,59.2,19.9,7.1,8.7,0.81,42.2,10.3,3.2,,1.4,7.1,11.1,25.8,10.6,13.0,0.82,5.3,30.1,18.3,32.1,11.9,29.2,7.5,2427.0,2112.0,316.0,89.3,94.3,88.9,81.3
,1727.0,34813.0,17431.0,5662.0,3891.0,,4360.0,676.0,1240.0,251.0,6794.0,2661.0,1619.0,,,1599.0,15133.0,16.0,947.0,0.68,0.82,0.83,2686.0,51.0,53.0,0.73,0.83,0.88,43.8,7.5,6.5,1.1,36.3,36.5,,6.2,7.6,0.82,38.0,,2.0,1.7,0.3,,6.6,25.0,10.7,12.3,0.87,3.7,31.5,17.0,40.3,24.1,22.4,6.5,2313.0,1946.0,,85.8,91.0,87.0,76.2
Contra Costa County CA,1976.0,58387.0,34681.0,,7958.0,2652.0,,1116.0,1142.0,265.0,10225.0,4206.0,2093.0,981.0,,2524.0,31252.0,19.4,,1.41,0.99,1.42,4211.0,61.7,68.0,,1.01,1.14,53.2,16.2,7.8,8.4,37.0,48.2,23.3,10.2,9.0,1.13,47.8,11.9,4.0,2.1,1.9,8.0,9.1,31.0,16.4,12.8,1.29,5.2,,19.9,30.2,10.4,,,2890.0,2595.0,295.0,89.5,95.7,89.4,79.3
Corpus Christi TX,2165.0,49340.0,25192.0,7494.0,7609.0,3144.0,1801.0,1831.0,1861.0,409.0,10669.0,3831.0,1825.0,953.0,546.0,3513.0,,22.8,961.0,0.99,1.17,0.85,3891.0,68.2,57.0,1.06,,0.95,62.5,10.6,10.0,0.6,51.9,57.8,23.4,8.1,11.2,0.72,54.6,13.1,2.8,2.6,0.1,10.3,10.6,32.8,13.7,17.2,0.8,9.2,36.8,20.1,23.2,11.4,27.5,7.3,3421.0,2912.0,510.0,79.3,84.7,76.8,72.0
,1579.0,41050.0,22340.0,6519.0,6685.0,1282.0,2277.0,637.0,1150.0,161.0,8195.0,3251.0,,776.0,,2122.0,19430.0,18.5,1049.0,,0.95,0.92,3261.0,,,0.89,0.97,0.91,50.8,,6.3,11.5,33.0,47.9,21.0,7.8,9.4,0.83,,11.2,4.2,,2.4,7.0,9.4,30.0,12.8,15.0,0.85,3.5,29.5,18.5,38.0,12.0,36.8,8.9,2589.0,2276.0,312.0,90.5,93.3,85.7,88.9
Dallas TX,13572.0,51459.0,24117.0,7615.0,9640.0,3601.0,3590.0,,,,10202.0,3834.0,2033.0,942.0,631.0,2762.0,20900.0,19.5,1071.0,,1.0,0.94,3894.0,62.4,62.0,1.06,1.02,1.04,53.4,,8.7,5.6,39.1,56.0,22.5,9.0,9.4,0.95,48.0,11.3,3.4,2.2,1.2,7.9,,31.2,14.6,14.7,0.99,9.9,30.0,17.6,41.8,18.5,29.3,7.6,3117.0,2682.0,,87.9,92.5,87.3,80.6
Danville PA,3039.0,35054.0,17824.0,6241.0,6565.0,,1092.0,628.0,,133.0,6571.0,2884.0,1423.0,552.0,283.0,1429.0,15670.0,,1070.0,0.7,0.75,0.94,2903.0,49.9,58.0,0.79,0.81,0.97,40.1,9.3,6.3,2.9,30.9,53.7,17.8,5.7,8.3,,35.6,8.7,2.1,1.5,,6.6,10.4,22.9,8.1,12.5,0.65,4.6,28.1,14.2,20.7,7.4,22.1,6.6,2023.0,1743.0,,85.0,91.1,80.8,77.6
,3038.0,36548.0,20145.0,,4110.0,1605.0,1709.0,319.0,1011.0,241.0,7755.0,2510.0,1729.0,,451.0,2384.0,17879.0,17.6,1018.0,0.8,,0.9,2533.0,50.5,50.0,0.69,0.82,0.84,48.1,12.1,7.8,4.3,36.0,40.4,19.3,7.2,8.3,0.87,43.0,10.3,2.8,1.9,,7.5,7.4,,,10.7,,5.6,30.8,,,11.2,20.3,6.2,2325.0,2056.0,269.0,90.7,93.7,91.7,85.1
,6142.0,39919.0,,6395.0,6084.0,1558.0,2141.0,634.0,1138.0,228.0,7915.0,3233.0,1694.0,659.0,437.0,1892.0,19007.0,,1138.0,0.85,0.85,1.0,3244.0,56.7,57.0,0.88,0.92,0.96,45.8,11.0,8.1,2.9,34.8,55.4,20.0,8.0,,1.0,41.1,,2.9,2.2,0.8,7.2,10.6,27.5,,,,5.1,25.7,15.0,33.2,12.4,29.3,7.6,2460.0,2147.0,312.0,89.9,,91.8,80.3
Dearborn MI,,52877.0,,7000.0,8038.0,2631.0,1733.0,770.0,,211.0,11181.0,5358.0,2397.0,1068.0,532.0,1827.0,,24.1,1110.0,1.21,1.23,0.98,5359.0,,70.0,1.46,,1.17,66.1,18.7,6.4,12.3,47.4,60.5,28.8,9.9,14.2,0.7,57.5,14.9,,1.8,2.9,10.1,11.9,40.8,15.9,,0.72,6.2,31.1,21.3,38.0,9.4,44.5,10.1,3327.0,3018.0,309.0,89.8,91.3,92.5,85.7
Denver CO,5176.0,43714.0,21268.0,7557.0,7342.0,2007.0,3205.0,530.0,1494.0,311.0,7827.0,3090.0,1684.0,670.0,479.0,1904.0,18799.0,14.6,1286.0,0.85,0.75,1.13,3160.0,51.9,61.0,0.86,0.85,1.02,40.0,,6.1,3.1,30.9,46.7,19.5,7.6,8.2,0.93,,8.5,2.3,1.6,0.7,,8.7,24.8,10.9,12.2,,5.6,22.6,13.7,43.9,15.2,26.9,7.2,2417.0,2025.0,392.0,90.5,96.1,88.6,82.3
Des Moines IA,,33863.0,,,3742.0,928.0,2262.0,,1005.0,102.0,6603.0,2569.0,1498.0,639.0,329.0,1568.0,16658.0,17.0,980.0,0.75,0.87,0.86,,50.1,53.0,0.72,0.82,0.89,46.6,6.1,5.3,0.7,40.5,30.4,18.1,7.2,7.6,0.95,39.1,9.7,1.6,1.4,0.2,8.1,5.5,23.7,10.1,,0.85,3.3,27.2,12.4,34.9,11.6,22.8,6.7,,,249.0,91.9,95.1,90.7,87.3
Detroit MI,10110.0,54248.0,,6930.0,6901.0,3366.0,1785.0,738.0,1357.0,233.0,11547.0,5359.0,2421.0,1028.0,618.0,2121.0,28194.0,23.1,1221.0,1.27,1.18,1.08,5361.0,80.0,67.0,1.46,1.3,1.12,63.3,,8.4,7.6,47.3,50.9,28.4,11.0,12.4,0.89,55.6,14.2,4.1,2.3,,10.1,9.6,42.3,19.8,,1.04,7.1,,19.5,37.2,10.6,46.7,10.9,3537.0,3147.0,,89.7,95.4,92.4,78.4
Dothan AL,2311.0,37395.0,18033.0,5450.0,4819.0,1676.0,5297.0,570.0,1329.0,220.0,6638.0,2539.0,1661.0,,374.0,1604.0,15792.0,17.3,914.0,0.71,0.88,0.81,2568.0,51.8,50.0,0.7,0.84,0.83,,7.5,,0.9,,51.3,17.0,5.7,7.9,0.73,,9.6,,1.6,0.2,7.8,8.4,,8.5,12.3,0.69,5.6,,15.0,46.4,30.5,19.9,6.0,2244.0,1865.0,378.0,88.2,92.8,87.4,81.1
Dubuque IA,600.0,29116.0,15336.0,6229.0,3442.0,1076.0,1560.0,310.0,968.0,195.0,5869.0,,1293.0,448.0,427.0,1680.0,,12.9,1064.0,0.62,0.66,0.94,2101.0,41.9,,0.57,0.68,0.84,35.3,5.9,5.7,0.2,29.4,31.0,17.6,8.3,6.3,1.31,30.8,7.1,1.3,1.3,0.0,5.8,5.9,18.3,6.3,10.1,0.62,3.6,24.1,10.2,28.0,9.9,13.5,5.6,1767.0,1526.0,,91.7,94.3,,90.9
Duluth MN,,36084.0,,5458.0,6194.0,1058.0,1519.0,436.0,798.0,,5578.0,2198.0,1286.0,490.0,347.0,1257.0,,15.2,1219.0,0.83,0.78,,2228.0,41.5,54.0,0.61,0.68,0.9,41.7,10.0,6.2,3.7,31.7,58.1,14.9,3.8,7.8,,36.9,8.8,2.3,1.6,0.7,6.4,10.5,19.7,5.7,12.5,0.46,2.9,,14.6,20.4,7.4,19.9,6.2,1677.0,,202.0,89.8,95.6,85.8,82.6
Durham NC,6887.0,38333.0,21856.0,6756.0,4339.0,1630.0,,422.0,1251.0,183.0,6289.0,2654.0,1413.0,559.0,396.0,,19565.0,18.2,1072.0,0.88,0.93,0.94,,48.8,55.0,0.74,0.8,0.93,50.0,10.7,7.7,2.9,39.3,47.7,17.6,6.1,7.6,0.8,44.0,11.2,2.7,2.0,0.7,8.5,9.1,23.3,9.3,11.9,0.79,,36.8,,26.1,,24.4,6.9,2112.0,1760.0,352.0,88.4,93.3,88.3,80.2
East Long Island NY,17957.0,65218.0,40669.0,8815.0,8912.0,2731.0,,657.0,1202.0,439.0,,6432.0,2580.0,1388.0,817.0,2600.0,,,1122.0,1.59,1.61,0.99,6432.0,91.5,70.0,1.75,1.49,1.17,86.3,,12.9,3.2,,64.1,31.4,12.5,13.7,0.92,75.2,19.6,4.3,3.6,0.7,15.3,11.2,49.4,24.3,21.5,1.13,7.2,46.0,23.9,20.8,7.4,50.4,11.1,3945.0,3629.0,315.0,86.8,92.1,86.8,78.0
El Paso TX,,47676.0,26495.0,,6497.0,2804.0,,,,240.0,8311.0,3332.0,1993.0,718.0,412.0,1856.0,23365.0,19.8,1182.0,1.05,1.01,1.04,3370.0,61.8,,0.92,,0.91,54.2,18.9,9.2,9.7,35.3,35.8,22.1,9.2,9.1,1.01,49.9,12.2,4.5,2.3,2.1,7.7,7.0,32.6,16.7,14.1,1.18,7.9,34.2,22.5,33.5,13.9,,,2842.0,2338.0,504.0,77.3,84.0,73.4,68.6
Elgin IL,2303.0,51807.0,29190.0,7085.0,7982.0,2084.0,3360.0,677.0,1193.0,236.0,10131.0,4470.0,,697.0,463.0,,25071.0,21.9,1146.0,,1.12,1.01,4473.0,72.4,62.0,,1.18,,59.9,23.4,13.8,9.6,,,26.2,10.8,10.9,0.99,57.7,12.8,5.5,3.4,,7.3,10.6,37.9,19.2,16.2,1.19,5.1,26.6,19.0,42.7,15.3,38.9,9.2,3048.0,2733.0,315.0,,92.7,86.1,77.0
Elmira NY,2548.0,34895.0,19664.0,6131.0,5131.0,,738.0,634.0,1082.0,273.0,7981.0,3237.0,1424.0,795.0,453.0,2071.0,16739.0,24.1,694.0,0.75,1.23,0.61,3241.0,58.3,56.0,0.88,0.95,0.93,66.1,8.7,8.5,0.2,57.4,63.8,19.7,6.9,9.2,0.75,56.0,14.2,2.3,2.2,0.0,11.9,12.1,29.9,12.9,15.3,0.84,4.9,37.6,17.6,,5.3,31.9,7.8,,2089.0,281.0,88.0,93.3,,80.8
Elyria OH,1325.0,48478.0,25292.0,7089.0,9829.0,1639.0,2556.0,843.0,1078.0,152.0,9449.0,4017.0,,864.0,,,21526.0,20.1,1073.0,0.97,1.02,0.95,4021.0,68.6,59.0,1.1,1.12,0.98,55.0,,9.2,14.4,31.3,58.8,,11.6,7.6,1.52,51.7,11.3,,2.4,2.8,6.1,10.5,34.2,20.4,11.5,1.78,4.1,23.9,16.5,43.7,14.6,36.1,8.4,2868.0,2567.0,300.0,95.6,99.1,96.8,88.8
Erie PA,4717.0,39038.0,20164.0,6809.0,7049.0,,1095.0,806.0,,234.0,7992.0,2979.0,1736.0,617.0,392.0,2268.0,17594.0,16.9,1038.0,0.79,0.87,0.91,3015.0,,54.0,0.82,0.91,,,9.2,6.5,2.7,37.2,60.5,19.3,,8.9,0.72,40.4,9.9,2.3,1.8,0.5,7.6,12.0,26.7,10.3,14.2,0.73,5.9,29.0,15.1,,7.6,22.7,6.7,2444.0,2138.0,306.0,87.1,90.8,85.5,81.9
Eugene OR,2747.0,34615.0,18476.0,,3465.0,2056.0,2079.0,799.0,1235.0,247.0,6867.0,2129.0,1606.0,548.0,,2171.0,16806.0,,1410.0,0.76,0.61,1.24,2159.0,38.8,56.0,0.59,0.63,0.93,32.7,9.4,7.0,,23.3,30.8,15.2,4.4,7.4,0.6,30.4,,2.1,1.6,0.5,4.7,5.9,16.7,5.2,,0.51,4.9,27.3,14.1,31.7,11.6,14.7,,2162.0,1837.0,325.0,90.5,95.7,87.9,83.7
Evanston IL,4735.0,55077.0,30788.0,8564.0,8181.0,2162.0,3424.0,597.0,1059.0,302.0,11064.0,4743.0,2152.0,940.0,572.0,2658.0,26606.0,21.0,1268.0,1.2,1.07,1.12,4744.0,71.6,66.0,1.29,,,,18.6,10.0,8.5,38.9,61.0,27.1,11.1,11.1,1.0,52.8,12.4,4.4,2.6,1.8,7.9,11.3,36.9,,16.1,1.13,4.7,,20.0,42.5,14.7,,9.4,3174.0,2901.0,273.0,88.2,96.4,86.8,75.7
Evansville IN,4472.0,38865.0,18567.0,7234.0,7446.0,1749.0,2099.0,592.0,1002.0,176.0,7128.0,2473.0,1652.0,,340.0,2083.0,16433.0,16.9,974.0,0.74,0.86,0.86,2572.0,50.3,51.0,0.7,0.82,0.85,46.2,11.6,8.8,2.8,34.6,64.0,17.6,5.9,7.6,0.77,42.0,,2.8,2.1,0.6,7.0,12.3,23.6,9.5,12.4,0.77,,30.1,16.9,25.0,,18.7,6.0,2187.0,1919.0,268.0,86.8,89.8,83.6,
Everett WA,1849.0,40348.0,20813.0,8234.0,5076.0,1805.0,2362.0,601.0,1263.0,194.0,6816.0,2599.0,1560.0,760.0,,1514.0,18886.0,12.7,1485.0,0.85,0.65,1.31,2705.0,41.0,66.0,0.74,0.67,1.1,,9.2,5.3,3.9,25.6,41.8,16.5,5.2,7.8,0.66,31.1,7.6,2.3,1.4,0.9,5.3,8.1,18.5,6.4,10.4,0.62,4.0,24.0,15.1,33.6,12.6,23.6,6.7,2091.0,,320.0,84.6,93.7,80.4,72.4
Fargo/Moorhead MN ND,3180.0,33471.0,17509.0,6306.0,5759.0,,1480.0,397.0,833.0,286.0,6433.0,2054.0,1512.0,511.0,432.0,1924.0,15762.0,13.9,1137.0,0.71,0.71,1.0,2167.0,39.3,55.0,0.59,0.64,,38.0,7.5,6.4,1.1,30.5,55.0,14.0,3.6,7.3,0.49,33.5,8.0,1.9,1.6,0.2,6.1,9.8,,5.0,11.3,0.44,2.9,23.7,12.2,23.9,9.2,,5.5,1846.0,,213.0,89.0,93.4,85.2,84.2
Flint MI,,48201.0,27408.0,,5257.0,2625.0,,791.0,1293.0,275.0,10579.0,3953.0,2138.0,1154.0,602.0,2732.0,,19.8,1211.0,1.08,1.01,1.07,3958.0,66.6,,1.08,1.09,0.99,54.2,11.7,10.1,1.6,42.5,40.4,24.0,9.4,10.3,0.91,48.6,11.6,3.0,2.6,0.4,,7.3,32.7,,16.1,0.9,6.0,29.3,18.6,,15.8,35.4,8.4,,2868.0,364.0,,90.1,,
Florence SC,1868.0,41815.0,24960.0,5018.0,4825.0,2183.0,1742.0,1073.0,1789.0,224.0,7449.0,2884.0,1509.0,584.0,433.0,2039.0,22037.0,23.9,923.0,0.99,1.22,0.81,3073.0,61.0,50.0,,1.0,0.84,65.4,11.8,10.2,1.6,53.7,41.1,20.0,6.6,,0.7,57.1,,2.9,2.4,,10.9,6.8,28.4,11.5,14.7,0.78,6.0,39.2,19.3,25.5,12.8,25.5,6.9,2625.0,2095.0,530.0,86.8,91.5,85.3,80.1
Fort Collins CO,1077.0,40043.0,19773.0,,6510.0,1862.0,2324.0,266.0,1534.0,261.0,7327.0,2759.0,1810.0,,426.0,1627.0,17564.0,,1179.0,0.79,0.76,1.04,2790.0,48.2,58.0,,0.79,0.97,40.8,12.5,,,28.3,63.2,17.0,6.8,6.6,1.03,,8.4,2.9,,,5.5,11.8,,9.6,10.1,0.95,5.2,,13.3,32.3,11.6,20.7,6.2,2292.0,1907.0,385.0,88.1,,82.0,79.7
Fort Lauderdale FL,12338.0,58110.0,27874.0,11480.0,7744.0,4348.0,4121.0,,1341.0,490.0,14842.0,6038.0,3003.0,1441.0,931.0,3429.0,23163.0,22.0,1054.0,1.04,1.12,0.93,,93.2,65.0,1.65,1.52,1.08,60.2,31.0,12.0,19.0,29.2,52.1,32.5,16.2,10.4,1.56,58.9,13.2,7.3,,4.1,5.9,9.9,47.2,,15.2,1.89,12.2,25.9,20.4,50.7,15.6,50.4,11.0,,3794.0,339.0,,90.4,83.8,76.5
Fort Myers FL,,45670.0,21728.0,10195.0,5443.0,1984.0,4148.0,,1246.0,,12406.0,4075.0,3228.0,1379.0,685.0,3038.0,18527.0,,1104.0,0.83,0.86,0.97,4086.0,63.5,64.0,1.11,1.04,1.07,46.0,15.3,7.2,8.1,30.7,49.3,23.7,10.7,,1.32,41.9,10.2,3.8,2.0,1.8,6.4,9.4,31.1,16.8,11.9,1.41,5.6,25.7,16.9,47.0,18.7,36.1,8.5,3615.0,,323.0,84.4,90.6,82.3,75.6
Fort Smith AR,2134.0,40759.0,20641.0,,7321.0,2662.0,2164.0,630.0,,182.0,7247.0,2839.0,1556.0,628.0,352.0,1872.0,,20.9,858.0,0.81,1.07,,2874.0,60.1,48.0,0.78,0.98,0.8,57.3,8.6,8.2,,48.7,40.1,19.6,7.0,9.1,0.77,49.3,12.1,2.2,2.2,0.1,9.9,7.3,30.6,13.7,15.2,0.9,9.3,35.3,,28.5,14.1,23.1,6.4,2326.0,,407.0,84.9,,78.5,77.0
Fort Wayne IN,4658.0,36534.0,18117.0,7134.0,6622.0,1070.0,1983.0,431.0,1044.0,132.0,6881.0,2527.0,,704.0,332.0,,16010.0,14.3,1122.0,0.72,0.73,0.99,2541.0,47.6,53.0,,0.78,0.89,39.1,9.9,6.7,3.2,29.2,61.4,16.6,,6.2,1.06,,8.2,2.4,1.8,0.6,5.8,10.8,22.1,11.0,9.1,1.21,3.3,25.3,15.4,32.0,12.3,27.3,7.3,2168.0,1889.0,280.0,87.9,91.3,80.5,
Fort Worth TX,5702.0,48614.0,20477.0,7160.0,10425.0,3232.0,4807.0,510.0,1502.0,500.0,9214.0,3592.0,1843.0,897.0,,2296.0,17637.0,16.4,1078.0,0.79,0.84,0.95,3605.0,58.0,62.0,0.98,0.95,1.04,44.8,16.2,,8.0,28.6,50.5,20.2,8.7,,1.1,41.8,9.6,3.9,2.1,,5.7,8.6,29.2,15.0,12.4,1.22,,25.9,17.2,50.9,22.3,26.9,,2836.0,2430.0,407.0,,94.7,88.8,84.3
,3137.0,,24573.0,8316.0,5570.0,1672.0,797.0,,1595.0,233.0,9841.0,3160.0,2010.0,757.0,,3397.0,22060.0,17.1,,0.99,,,,52.1,,0.88,0.85,1.04,47.0,14.7,5.9,8.8,32.2,44.9,19.8,7.9,8.2,0.97,41.9,10.9,3.7,1.7,2.0,7.2,8.2,24.0,10.9,11.7,0.93,,,20.6,19.8,5.2,23.6,6.7,3030.0,2609.0,421.0,,89.0,79.5,71.9
Gainesville FL,2608.0,46202.0,24651.0,7232.0,6223.0,1677.0,3904.0,687.0,1482.0,346.0,9259.0,3658.0,2229.0,987.0,515.0,1871.0,21471.0,19.3,1114.0,0.97,0.98,0.98,3735.0,59.8,62.0,1.02,0.98,1.04,52.8,14.0,10.4,3.6,38.8,59.0,22.7,8.3,,0.8,48.3,11.6,3.4,2.5,0.9,8.3,11.0,29.6,12.9,14.6,0.88,4.1,25.6,14.9,43.8,19.3,,7.5,2953.0,2535.0,418.0,80.1,85.5,80.2,71.2
Gary IN,2803.0,48085.0,27119.0,,,2416.0,1674.0,858.0,,235.0,9517.0,3768.0,1928.0,713.0,476.0,2632.0,23533.0,22.3,1055.0,1.06,1.14,0.93,3785.0,67.9,56.0,1.03,1.11,0.93,61.1,,8.2,9.7,43.2,63.8,24.8,9.2,11.1,0.83,54.4,12.7,4.0,2.0,2.0,8.6,11.9,34.8,16.1,16.8,0.96,8.2,33.1,,31.9,10.1,28.9,7.6,,2634.0,369.0,83.6,87.6,83.2,77.1
Grand Forks ND,1023.0,33089.0,18368.0,6403.0,5333.0,804.0,1196.0,211.0,698.0,75.0,5085.0,1779.0,1260.0,465.0,245.0,1337.0,16713.0,13.5,1239.0,0.75,0.69,1.09,2043.0,39.3,52.0,0.56,0.64,0.87,37.0,,4.3,0.3,32.4,47.8,13.6,3.5,6.9,0.51,31.0,7.4,,1.0,,6.3,10.0,17.2,4.3,11.5,0.38,2.4,26.2,11.4,17.4,6.9,13.2,5.0,1513.0,1334.0,178.0,86.0,89.8,79.4,83.8
Grand Junction CO,931.0,,16380.0,6579.0,5009.0,2287.0,,449.0,1349.0,58.0,4996.0,2280.0,1356.0,,,,14740.0,11.1,1330.0,0.66,0.57,1.17,2362.0,,62.0,0.64,0.62,,30.4,5.6,4.8,0.8,,44.8,14.4,3.8,7.2,,26.6,6.3,1.3,1.2,0.1,4.9,8.1,,,10.2,0.49,,20.8,10.8,40.7,21.7,11.4,5.0,1734.0,1387.0,,,95.8,86.6,86.6
Grand Rapids MI,5436.0,38404.0,19229.0,6504.0,5246.0,2187.0,3146.0,734.0,1178.0,180.0,7351.0,2626.0,1581.0,642.0,405.0,2097.0,,,1280.0,0.77,0.68,1.13,2698.0,43.5,62.0,0.74,0.71,1.04,36.7,,5.6,5.3,25.8,41.4,16.7,,7.9,0.64,,7.8,2.5,1.4,1.1,5.2,7.2,,6.6,11.4,0.58,6.3,23.8,15.0,45.6,18.2,24.9,7.0,2226.0,1916.0,310.0,,97.6,93.2,
Great Falls MT,,38104.0,20663.0,7231.0,4728.0,1134.0,2508.0,326.0,1443.0,70.0,7092.0,2154.0,1612.0,,,2561.0,18651.0,,1096.0,0.84,0.87,0.97,2335.0,46.9,50.0,0.64,0.77,0.83,,,9.0,3.9,33.7,47.7,16.0,5.6,6.9,,42.7,9.7,2.8,,0.8,6.8,,21.5,9.0,11.1,0.81,3.1,26.0,13.2,28.3,12.7,15.7,5.4,2250.0,1885.0,365.0,89.8,92.9,87.2,86.2
Greeley CO,1290.0,,21644.0,7454.0,,1864.0,3100.0,494.0,1635.0,174.0,7325.0,2766.0,1708.0,,343.0,1907.0,19370.0,,1380.0,0.87,0.72,1.22,2866.0,47.8,60.0,0.78,0.78,,38.4,6.5,4.4,2.0,32.0,52.7,17.5,5.9,,0.74,,8.1,1.7,,0.5,6.4,9.8,21.7,8.1,12.1,0.67,5.4,20.8,8.4,41.3,15.1,21.2,,2372.0,1947.0,426.0,92.9,97.4,91.9,86.1
Green Bay WI,2992.0,,17663.0,6630.0,,1118.0,1915.0,419.0,868.0,47.0,6664.0,2056.0,1566.0,529.0,293.0,,15824.0,14.1,,0.71,0.72,0.99,2144.0,39.6,,0.58,0.65,0.91,,5.6,4.6,1.1,33.0,48.0,14.7,4.9,6.2,0.79,32.6,7.8,1.3,1.1,0.2,6.5,9.0,17.5,,,0.69,,26.3,13.0,25.2,11.0,16.4,5.6,,1762.0,226.0,89.1,93.4,84.7,84.9
