NAME,N_DEATH_ILL,TTL_MDCR_SPND,MDCR_SPND_INP,MDCR_SPND_OUTP,MDCR_SPND_LTC,MDCR_SPND_HOME,MDCR_SPND_HSPC,MDCR_SPND_AMBLNC,MDCR_SPND_EQP,MDCR_SPND_OTHER,TTL_PARTB,PARTB_EVAL_MGMT,PARTB_PROCS,PARTB_IMAG,PARTB_TESTS,PARTB_OTHER,HOSP_REIMB_P_DCD,HOSP_DAYS_P_DCD,REIMB_P_PTNT_DAY,HOSP_REIMB_RATIO,HOSP_DAY_RATIO,REIMB_P_DAY_RATIO,MD_PYMT_P_DCD,MD_VISIT_P_DCD,PYMT_P_MD_VISIT,MD_VISIT_PYMT_RATIO,MD_VISIT_RATIO,PYMT_P_VISIT_RATIO,HOSP_BEDS,TTL_IC_BEDS,HI_IC_BEDS,INT_IC_BEDS,MED_SURG_BEDS,SNF_BEDS,TOTAL_FTE,MS_FTE,PC_FTE,MS_PC_RATIO,RNS_REQ,HOSP_DAYS_P_DCD2,TTL_IC_DAYS_P_DCD,HI_IC_DAYS_P_DCD,INT_IC_DAYS_P_DCD,MED_SURG_DAYS_P_DCD,SNF_DAYS_P_DCD,TTL_MD_VISIT_P_DCD,MS_VISIT_P_DCD,PC_VISIT_P_DCD,MS_PC_RATIO_P_DCD,HHA_VISIT_P_DCD,PCT_DTHS_HOSP,PCT_DTHS_W_ICU,PCT_DTHS_HSPC,HSPC_DAYS_P_DCD,PCT_PTNT_10_MD,N_MD_P_DCD,TTL_COPAY_P_DCD,MD_COPAY_P_DCD,EQP_COPAY_P_DCD,QUAL_SCORE,AMI_SCORE,CHF_SCORE,PNEUM_SCORE
Sun City AZ,1691.0,45315.0,24714.0,8243.0,4227.0,1198.0,,567.0,973.0,241.0,,4178.0,2696.0,1184.0,639.0,2151.0,21198.0,18.8,1127.0,0.95,0.96,0.99,4183.0,67.7,62.0,1.14,1.1,1.03,51.6,18.7,,13.3,32.8,27.5,25.9,12.2,,1.42,46.1,11.1,4.4,1.5,,6.7,5.7,35.0,19.0,13.4,1.42,3.1,19.8,14.7,59.0,21.8,40.4,9.2,2992.0,2749.0,243.0,82.3,90.9,76.6,71.7
Syracuse NY,6065.0,36397.0,20080.0,6922.0,,1533.0,1155.0,514.0,1304.0,267.0,8030.0,,1717.0,898.0,492.0,2192.0,,20.5,870.0,0.8,,0.77,2742.0,50.8,,0.75,0.83,0.9,56.1,8.5,7.2,1.3,47.6,52.3,,6.0,7.5,,47.8,12.4,2.2,,0.3,10.2,9.9,,,11.9,0.87,5.9,36.0,16.3,19.2,7.0,26.9,7.2,2492.0,2157.0,335.0,86.4,91.5,,80.0
Tacoma WA,2345.0,,21572.0,8055.0,5895.0,1615.0,2809.0,889.0,,175.0,8173.0,2781.0,1750.0,717.0,366.0,,19500.0,13.5,1449.0,,0.69,1.28,2790.0,42.9,65.0,0.76,0.7,1.09,36.9,14.8,5.2,9.6,,47.6,16.8,6.6,,0.99,33.9,8.1,3.5,1.4,2.2,4.5,9.6,19.7,8.8,9.2,0.96,4.1,27.1,20.3,32.1,13.7,24.4,,2466.0,2189.0,277.0,86.1,93.0,86.8,74.0
Takoma Park MD,2553.0,58538.0,,9614.0,6672.0,1903.0,1613.0,248.0,1112.0,,12313.0,5203.0,2492.0,1308.0,737.0,2573.0,32355.0,21.8,1485.0,,,1.31,5205.0,74.4,70.0,1.42,1.21,1.17,59.7,15.4,10.2,5.2,44.3,52.8,28.1,13.8,9.4,1.47,53.7,,4.1,2.9,,9.3,9.7,38.3,22.0,13.8,1.6,4.7,37.4,23.5,25.9,8.6,43.0,9.7,3520.0,3218.0,302.0,,88.0,86.0,76.4
Tallahassee FL,3676.0,37032.0,18942.0,5983.0,5180.0,1771.0,2897.0,486.0,1624.0,,6467.0,2856.0,1707.0,612.0,358.0,935.0,16497.0,16.4,1008.0,0.74,0.84,0.89,2899.0,50.3,58.0,0.79,0.82,0.96,,,7.3,2.7,34.9,46.2,18.3,6.4,8.2,0.79,39.7,9.7,2.6,,0.7,7.1,8.9,23.5,,12.1,0.79,5.9,30.4,16.3,39.2,18.8,17.7,5.9,2196.0,1741.0,455.0,,,85.8,77.8
Tampa FL,3904.0,49006.0,24485.0,7628.0,7437.0,2632.0,4258.0,671.0,,367.0,10844.0,4772.0,2259.0,1067.0,,2138.0,,20.2,1006.0,,1.03,0.89,4785.0,78.3,61.0,1.3,1.28,1.02,,20.6,10.3,10.3,34.7,,27.4,12.2,10.3,1.18,51.8,12.4,,2.6,2.4,7.4,10.6,,,16.6,,6.7,30.3,20.9,42.0,20.3,42.0,9.5,3269.0,2862.0,407.0,84.1,90.2,85.5,72.9
Temple TX,1012.0,40231.0,19961.0,5606.0,,1885.0,3940.0,952.0,1250.0,,6299.0,2595.0,1269.0,465.0,338.0,1633.0,18009.0,15.3,1176.0,0.81,0.78,1.04,2668.0,44.1,61.0,0.73,0.72,1.01,42.0,6.4,5.5,0.9,35.5,50.3,16.0,4.9,,0.62,35.9,9.0,1.6,1.5,0.2,7.4,9.3,20.2,6.5,,0.53,4.7,30.9,13.8,38.6,,17.1,6.0,2055.0,,338.0,90.6,,89.0,82.0
,1305.0,41330.0,21440.0,7354.0,7261.0,1149.0,1737.0,573.0,1496.0,321.0,8903.0,3096.0,1645.0,761.0,485.0,2916.0,18681.0,18.5,1009.0,0.84,0.95,0.89,3120.0,59.2,53.0,0.85,0.97,0.88,50.7,19.0,8.4,10.6,,59.5,,8.7,7.8,1.12,47.0,11.1,4.5,2.2,2.2,6.7,11.5,29.4,14.5,13.2,1.1,4.1,,23.4,20.2,10.2,27.6,7.1,2896.0,2480.0,416.0,85.9,90.1,76.3,85.2
Texarkana AR,1703.0,44410.0,22045.0,5674.0,9375.0,2867.0,1325.0,1070.0,,328.0,7917.0,2910.0,1710.0,644.0,,,19419.0,20.8,936.0,0.87,1.06,0.82,2962.0,,51.0,0.81,0.94,0.86,56.9,19.3,10.7,8.6,37.5,47.7,18.6,7.4,7.5,0.99,52.8,12.0,4.4,2.7,1.7,7.6,,27.9,12.8,13.2,0.97,10.2,38.3,21.8,18.5,10.2,19.6,6.3,2647.0,2159.0,488.0,89.1,93.1,84.0,85.8
Toledo OH,5262.0,43244.0,23193.0,7700.0,6470.0,1465.0,2535.0,,1044.0,201.0,8710.0,3316.0,1909.0,698.0,,2393.0,20240.0,17.1,1182.0,0.91,0.87,1.04,3324.0,57.7,58.0,0.91,0.94,,46.9,12.2,7.2,4.9,34.8,60.2,20.7,7.8,8.3,0.94,41.9,9.9,2.9,1.9,1.0,7.0,10.9,27.9,12.8,12.5,1.02,3.9,25.5,,39.0,13.8,32.7,8.0,2630.0,2342.0,288.0,89.7,93.8,88.8,83.6
Topeka KS,2505.0,36731.0,18394.0,,6374.0,850.0,2747.0,346.0,1007.0,262.0,6661.0,2479.0,1722.0,564.0,415.0,1481.0,16185.0,15.2,,0.73,0.78,0.94,2603.0,47.8,54.0,0.71,0.78,0.91,41.7,5.3,4.5,0.8,36.4,39.5,,4.9,8.0,0.61,34.8,8.8,1.4,1.2,0.2,7.4,7.8,23.2,8.1,13.2,0.61,2.6,26.2,12.1,36.1,14.1,19.8,6.0,1981.0,1722.0,,89.6,94.3,83.5,85.9
Traverse City MI,,37480.0,19961.0,7415.0,4522.0,2031.0,1685.0,581.0,1184.0,102.0,7315.0,2527.0,,592.0,329.0,2135.0,17775.0,15.6,,0.8,0.79,1.01,2723.0,45.1,60.0,0.74,,1.01,42.7,12.5,4.8,,30.2,,17.7,5.2,8.5,0.61,37.5,8.6,2.6,1.2,1.4,6.0,,19.7,6.5,11.7,0.56,5.7,27.6,16.8,29.4,11.1,22.7,6.4,2310.0,1997.0,313.0,89.3,92.8,88.5,84.0
Tucson AZ,3376.0,42297.0,20681.0,7820.0,6245.0,1514.0,3814.0,802.0,1138.0,282.0,9208.0,3241.0,2073.0,,466.0,2515.0,18068.0,14.3,1267.0,0.81,,,3270.0,53.1,62.0,0.89,0.87,1.03,39.1,12.9,6.4,6.5,,31.2,19.9,7.9,8.1,0.98,35.7,8.5,3.2,1.7,1.5,5.3,6.1,25.9,,11.8,1.04,4.0,,14.1,,18.8,31.0,7.7,2713.0,2420.0,293.0,88.5,92.9,88.3,81.2
Tulsa OK,6514.0,43759.0,21006.0,6427.0,6807.0,3007.0,3929.0,834.0,1434.0,,7788.0,2780.0,1558.0,694.0,457.0,2299.0,18520.0,19.4,957.0,,0.99,0.84,2802.0,54.4,52.0,0.76,0.89,0.86,53.0,8.1,7.0,1.2,44.9,39.0,18.7,6.1,9.1,0.67,45.3,11.1,2.1,1.8,0.3,9.0,7.6,26.5,9.9,14.9,,,32.0,16.3,40.5,22.3,22.5,6.5,,2022.0,379.0,88.1,92.4,86.5,82.1
Tupelo MS,2236.0,37179.0,,6165.0,4159.0,3021.0,,208.0,,161.0,6268.0,2500.0,1417.0,531.0,338.0,1482.0,17546.0,22.0,796.0,0.79,1.12,0.7,2556.0,,50.0,0.7,0.84,0.83,60.4,8.9,,,,46.3,17.2,6.0,7.5,0.8,50.7,,2.3,1.7,0.6,10.7,8.6,25.4,10.4,13.1,0.8,,43.3,19.3,20.9,12.1,19.0,6.2,2231.0,,499.0,89.3,94.2,87.9,82.1
Tuscaloosa AL,,,24251.0,5307.0,,3078.0,1992.0,985.0,1387.0,245.0,7654.0,3296.0,1674.0,834.0,396.0,1453.0,,,840.0,0.94,1.27,0.74,3316.0,66.0,50.0,0.9,1.08,0.84,,10.9,10.3,0.6,57.5,,,,9.9,0.77,,14.2,2.8,,0.1,11.4,9.6,31.9,12.5,16.2,0.77,9.1,41.3,18.8,24.7,13.3,28.5,7.4,2529.0,2135.0,394.0,83.7,88.0,,79.9
Tyler TX,3416.0,46521.0,,7638.0,8020.0,3088.0,2125.0,286.0,1929.0,480.0,,,2037.0,823.0,639.0,,20248.0,18.3,1105.0,0.91,0.94,0.97,3208.0,,59.0,0.87,0.89,0.98,50.2,17.1,8.5,,33.1,55.2,20.5,8.0,8.4,0.96,46.1,10.7,4.2,2.2,2.0,6.6,10.2,26.0,12.0,12.1,1.0,9.0,31.0,17.9,,12.0,23.7,6.8,2756.0,2236.0,520.0,85.0,,86.4,73.4
United States US,1247941.0,46412.0,25376.0,7257.0,6862.0,2262.0,2336.0,755.0,1302.0,261.0,9043.0,3630.0,1895.0,800.0,483.0,2236.0,22237.0,19.6,1135.0,,1.0,1.0,,61.3,60.0,1.0,1.0,1.0,53.7,14.1,8.2,5.8,39.6,52.9,21.7,8.5,9.0,0.94,47.9,11.6,3.4,2.2,1.3,8.2,9.9,30.5,14.4,13.9,1.04,6.4,31.7,18.3,31.3,12.5,30.4,7.8,2762.0,2413.0,349.0,87.2,92.2,86.4,79.5
Urbana IL,2465.0,,19726.0,,5599.0,,1440.0,453.0,1097.0,,6579.0,2477.0,1531.0,617.0,407.0,1547.0,17469.0,15.6,1123.0,0.79,0.79,0.99,2628.0,46.3,57.0,0.72,0.76,0.95,,7.0,4.7,2.3,35.6,57.8,16.8,6.2,6.9,0.89,36.1,9.1,1.7,1.2,0.5,7.4,11.1,21.6,9.5,10.3,0.92,3.0,29.8,13.1,22.5,9.3,18.0,5.9,2050.0,1747.0,303.0,90.5,94.1,91.1,
Ventura CA,2002.0,56851.0,31778.0,10006.0,7102.0,2608.0,2528.0,867.0,1604.0,360.0,13316.0,5315.0,2978.0,1192.0,715.0,3115.0,27366.0,21.0,1302.0,1.23,,1.15,5320.0,80.0,66.0,1.45,1.31,1.11,57.6,22.2,10.8,11.4,35.4,53.8,28.6,14.7,9.1,1.61,54.1,12.7,5.5,3.0,,7.2,10.2,41.0,25.7,12.7,2.02,,30.8,19.5,31.6,,,,3844.0,3430.0,414.0,84.7,90.7,89.7,71.4
Victoria TX,945.0,47509.0,24219.0,7008.0,9048.0,2552.0,1858.0,726.0,1531.0,567.0,8365.0,3585.0,1659.0,643.0,552.0,1926.0,21032.0,22.2,,0.95,1.13,0.84,3889.0,66.4,59.0,1.06,1.08,0.98,60.8,14.7,7.6,7.1,46.1,61.8,22.3,8.1,10.5,0.77,53.0,12.2,3.4,1.9,1.5,8.8,10.9,32.0,14.0,16.6,,7.3,,19.7,28.0,12.6,20.3,6.3,2721.0,2314.0,406.0,,95.0,88.5,87.1
Waco TX,1834.0,36198.0,18750.0,6309.0,,1561.0,2029.0,,1432.0,364.0,7057.0,2409.0,1541.0,718.0,499.0,1891.0,16681.0,14.7,,0.75,0.75,1.0,2586.0,44.3,,0.7,0.72,,40.4,8.7,,2.6,31.6,47.5,16.1,6.0,6.6,0.91,,8.9,2.3,1.6,0.6,6.6,8.8,21.4,9.4,10.5,0.89,,26.2,14.1,37.0,12.9,18.9,6.0,2236.0,1857.0,379.0,83.7,90.7,75.8,77.3
Washington DC,9059.0,51230.0,31553.0,8438.0,6374.0,1636.0,1506.0,410.0,995.0,318.0,10094.0,4329.0,2167.0,1067.0,546.0,1985.0,27645.0,21.1,1310.0,1.24,1.08,1.15,4335.0,64.5,67.0,1.18,1.05,1.12,,12.3,8.6,3.7,45.5,48.9,24.7,10.6,,1.15,50.7,13.1,3.3,2.4,0.9,9.8,9.5,33.2,17.0,13.6,1.25,4.2,35.6,20.5,25.0,9.1,36.7,8.7,3031.0,2748.0,,85.3,90.6,86.6,
Waterloo IA,1219.0,35164.0,18149.0,7394.0,4557.0,787.0,,274.0,927.0,94.0,5989.0,2322.0,1488.0,541.0,265.0,1373.0,16184.0,13.7,1178.0,,0.7,1.04,2387.0,42.9,56.0,0.65,0.7,0.93,37.7,5.6,5.2,0.4,32.1,40.3,17.9,6.7,7.4,0.9,32.2,7.8,1.4,,0.1,6.4,8.1,19.4,6.2,,,2.7,24.7,12.0,38.4,17.8,19.8,6.1,1776.0,1536.0,240.0,92.1,93.7,88.8,91.6
,1129.0,35446.0,18436.0,7444.0,4915.0,945.0,2422.0,254.0,872.0,158.0,7307.0,2293.0,1519.0,610.0,413.0,2472.0,16489.0,14.3,1152.0,,,1.01,2302.0,43.6,53.0,0.63,0.71,0.88,39.2,,7.0,1.7,30.5,,15.5,5.6,6.5,0.86,35.1,8.2,2.0,,0.4,6.2,8.3,,8.2,10.6,0.77,2.6,23.7,12.5,,,19.8,6.3,2167.0,1949.0,219.0,,94.8,,89.7
White Plains NY,4746.0,59501.0,35804.0,8288.0,,2379.0,1662.0,837.0,962.0,415.0,12781.0,5826.0,2438.0,1162.0,757.0,2598.0,31010.0,28.3,1097.0,1.39,1.44,0.97,5833.0,83.1,70.0,,1.36,1.17,77.5,13.3,11.2,,64.1,64.4,29.2,11.5,12.8,0.9,67.0,17.2,3.4,2.9,0.5,13.8,11.3,42.6,20.9,18.8,1.11,6.1,41.6,21.1,17.7,7.2,41.0,9.3,3585.0,3333.0,251.0,86.6,,,76.0
Wichita KS,,39458.0,20583.0,7840.0,5818.0,939.0,2423.0,464.0,1164.0,226.0,8086.0,2506.0,1761.0,753.0,458.0,2608.0,18281.0,17.7,1031.0,0.82,0.9,0.91,2712.0,50.4,54.0,0.74,0.82,0.9,48.6,7.1,6.1,1.0,41.5,39.5,17.3,5.0,8.3,0.6,41.2,10.1,1.8,1.6,0.2,8.3,7.5,24.0,8.4,13.4,0.63,3.0,29.8,14.8,30.0,13.0,16.5,5.7,2364.0,2065.0,299.0,84.1,91.9,76.8,
Wichita Falls TX,,42195.0,17829.0,6868.0,9912.0,3309.0,1979.0,538.0,1563.0,196.0,8059.0,2979.0,1632.0,714.0,375.0,2358.0,15363.0,16.7,918.0,0.69,0.85,0.81,3088.0,57.1,54.0,0.84,0.93,0.9,45.8,12.6,6.5,6.1,,56.8,18.8,6.7,8.4,0.8,40.8,9.8,2.7,1.5,1.2,7.1,10.9,26.9,11.0,,0.78,12.6,28.4,13.8,33.2,10.1,18.1,,2561.0,2142.0,418.0,85.2,90.7,79.5,79.9
Wilkes-Barre PA,2085.0,43386.0,19552.0,7105.0,9815.0,3056.0,1936.0,752.0,1027.0,143.0,9562.0,3902.0,2057.0,906.0,359.0,2338.0,16031.0,19.0,843.0,0.72,0.97,0.74,3908.0,70.7,55.0,1.07,,0.92,52.1,11.9,5.5,6.4,40.3,58.3,23.2,9.4,9.5,1.0,44.8,11.1,2.8,,1.3,8.3,10.5,34.9,,16.0,1.05,9.6,27.6,15.8,35.8,,35.6,8.2,2742.0,2470.0,272.0,91.2,93.7,,89.3
Wilmington DE,3669.0,47608.0,27322.0,7313.0,6149.0,2149.0,2545.0,674.0,1149.0,306.0,9893.0,4231.0,,1024.0,,2084.0,23626.0,21.3,1109.0,1.06,1.09,0.98,4235.0,70.7,60.0,1.15,1.15,1.0,58.4,15.0,6.8,8.2,43.4,49.6,24.2,9.9,9.6,1.04,50.9,12.9,3.6,1.8,1.8,9.3,9.0,36.4,,,1.12,6.0,32.2,19.4,35.2,14.2,41.7,9.7,2966.0,2655.0,311.0,88.0,94.3,83.4,80.4
Wilmington NC,2189.0,43191.0,,7984.0,5387.0,2059.0,2098.0,,1669.0,266.0,8532.0,3209.0,,741.0,568.0,2114.0,20178.0,19.4,1042.0,0.91,0.99,0.92,3272.0,57.9,57.0,0.89,0.94,,53.0,8.7,6.4,,44.4,60.9,20.6,6.9,,0.78,45.2,11.5,2.2,1.7,0.5,,10.9,26.9,10.5,13.6,0.78,6.1,30.9,15.3,33.6,11.6,,7.8,2843.0,2374.0,,84.1,89.2,79.6,78.6
Winchester VA,,37335.0,22094.0,5604.0,4486.0,1539.0,2079.0,346.0,999.0,,,2517.0,1381.0,503.0,359.0,1414.0,19879.0,18.4,1080.0,0.89,0.94,0.95,2574.0,48.2,53.0,0.7,0.79,0.89,50.4,7.0,,,43.4,44.9,17.7,5.2,8.9,0.59,42.4,10.9,,1.5,0.3,9.0,8.8,22.9,7.6,13.5,0.57,4.2,32.5,14.6,30.3,13.2,21.5,6.5,2030.0,1751.0,279.0,,88.5,78.4,80.0
Winston-Salem NC,5381.0,,22244.0,6584.0,5164.0,1882.0,2131.0,527.0,1359.0,264.0,7258.0,,1496.0,675.0,452.0,1833.0,19805.0,19.9,997.0,0.89,1.01,0.88,2825.0,51.1,55.0,,0.83,0.92,54.4,12.8,10.2,2.6,41.7,52.6,,6.9,7.2,0.96,49.1,11.9,3.2,,0.7,8.7,9.5,24.6,11.4,11.4,0.99,5.5,35.9,20.4,26.5,11.4,26.2,7.1,,1929.0,365.0,89.6,94.4,86.4,84.0
Worcester MA,2367.0,56080.0,29281.0,7116.0,11706.0,3053.0,1241.0,2428.0,1032.0,224.0,9144.0,3622.0,1492.0,721.0,465.0,2844.0,26601.0,18.0,1481.0,1.2,0.92,1.3,3628.0,52.2,69.0,,0.85,1.16,49.2,7.9,7.5,0.4,41.3,71.1,19.6,7.7,8.0,0.96,42.7,10.7,2.1,2.1,0.1,8.6,14.0,24.4,10.3,12.0,0.86,9.0,33.1,16.2,18.2,6.6,33.6,,2618.0,,271.0,86.0,92.3,87.7,74.3
Yakima WA,1270.0,34705.0,17819.0,7660.0,3792.0,1214.0,2200.0,652.0,1060.0,308.0,6992.0,,1572.0,712.0,427.0,2056.0,16263.0,11.0,1482.0,,0.56,1.31,2295.0,39.4,58.0,0.63,0.64,0.97,30.1,9.0,6.7,2.3,21.1,33.2,14.5,5.1,6.5,0.78,,6.4,2.1,1.6,0.5,4.3,6.7,16.9,7.0,8.9,0.78,3.4,23.6,,31.7,12.3,14.3,5.5,2181.0,1901.0,281.0,89.3,95.1,84.0,83.1
York PA,2248.0,38980.0,19736.0,7188.0,7062.0,1401.0,1852.0,,1045.0,149.0,8370.0,2870.0,1775.0,731.0,253.0,2742.0,17403.0,16.3,1071.0,0.78,0.83,0.94,2873.0,51.3,56.0,0.78,0.84,0.94,44.5,10.1,5.4,4.7,34.4,54.6,18.4,5.3,,0.59,38.6,9.5,2.3,1.3,,7.2,11.2,23.0,7.4,13.6,0.54,4.8,27.1,13.8,28.6,11.4,25.8,7.0,2509.0,2239.0,270.0,86.8,91.9,,79.7
Youngstown OH,4369.0,45946.0,24963.0,6701.0,8635.0,1733.0,,1165.0,1289.0,,,4041.0,1797.0,780.0,411.0,2014.0,21436.0,,1078.0,0.96,1.02,0.95,4055.0,71.5,57.0,1.11,1.17,0.95,54.5,11.9,9.4,2.5,42.6,58.4,24.5,,10.9,0.8,,11.9,3.0,2.5,0.5,8.9,,36.4,15.6,17.9,0.87,5.1,32.9,17.7,20.4,8.3,,8.4,2740.0,,344.0,87.5,91.1,88.6,80.7
